Supersection,Assessment.Area,Associated.Species,Site.Class,Board.Feet,Basal.Area.(Square.Feet.per.Acre),Common.Practice.-.Above.Ground.Carbon.Mean.(Metric.Tonnes.CO2-equivalent),Species.Diversity.Index,Fire.Risk.Rating,Rotation.Length,Value.of.Harvest
Laurentian Mixed Forest Green Bay Lobe,Laurentian Mixed Forest Green Bay Lobe Pine-Oak-Hickory,"Bur oak, eastern red cedar, eastern white pine, northern red oak, white ash, oak, hickory, pine, red maple, red pine, white oak, red oak",High,9101.169921875,115.430000305176,90.52544374127282,0.6,0.04,Long,Medium
Laurentian Mixed Forest Green Bay Lobe,Laurentian Mixed Forest Green Bay Lobe Poplar-Spruce-Fir,"Aspen, balsam fir, Norway spruce, paper birch, white spruce",Low,1620.06005859375,73.75,36.78948697902616,0.75,0.04,Long,Very Low
Laurentian Mixed Forest Green Bay Lobe,Laurentian Mixed Forest Green Bay Lobe Poplar-Spruce-Fir,"Aspen, balsam fir, Norway spruce, paper birch, white spruce",High,3274.01000976563,97.370002746582,58.03083784644171,0.75,0.04,Long,Very Low
Laurentian Mixed Forest MN & Ontario Lake Plain,Laurentian Mixed Forest Western Superior & Ontario Conifer Bog,"Black spruce, northern white cedar, tamarack",All,1499,74,33.03,0.8,0.04,Long,Low
Laurentian Mixed Forest MN & Ontario Lake Plain,Laurentian Mixed Forest Western Superior & Lake Plains Lowland Hardwoods,"Balsam poplar, black ash, American elm, red maple, elm, ash, black locust, cottonwood, river birch, sycamore, sugarberry, hackberry, green ash, willow",Low,1891,74,45.046311349363584,0.6,0.04,Long,Very Low
Laurentian Mixed Forest MN & Ontario Lake Plain,Laurentian Mixed Forest Western Superior & Lake Plains Lowland Hardwoods,"Balsam poplar, black ash, American elm, red maple, elm, ash, black locust, cottonwood, river birch, sycamore, sugarberry, hackberry, green ash, willow",High,2147,74,47.71,0.6,0.04,Long,Very Low
Laurentian Mixed Forest MN & Ontario Lake Plain,Laurentian Mixed Forest Western Superior & Lake Plains Maple-Beech-Birch,"Hard maple, basswood, maple, beech, birch, sugar maple, yellow birch",All,3116,92,66.06,0.7,0.04,Long,Medium
Laurentian Mixed Forest MN & Ontario Lake Plain,Laurentian Mixed Forest Western Superior & Lake Plains Pine Forests,"Eastern white pine, jackpine, red pine",All,3590,69,40.37,0.75,0.04,Medium,Low
Laurentian Mixed Forest MN & Ontario Lake Plain,Laurentian Mixed Forest Western Superior & Lake Plains Poplar/Birch,"Aspen, paper birch",Low,1741,69,40.37,0.8,0.04,Long,Very Low
Laurentian Mixed Forest MN & Ontario Lake Plain,Laurentian Mixed Forest Western Superior & Lake Plains Poplar/Birch,"Aspen, paper birch",High,2514,88,55.05,0.8,0.04,Long,Very Low
Laurentian Mixed Forest MN & Ontario Lake Plain,Laurentian Mixed Forest Western Superior & Lake Plains Spruce-Fir,"Balsam fir, spruce, fir, white spruce",All,1872.42004394531,64.629997253418,29.531469652584377,0.85,0.04,Long,Low
Laurentian Mixed Forest MN & Ontario Lake Plain,Laurentian Mixed Forest Western Superior & Lake Plains Oak-Hickory,"Bur oak, eastern white pine, white ash, hickory, white oak, red oak",Low,3224,86,62.39,0.65,0.04,Long,Low
Laurentian Mixed Forest MN & Ontario Lake Plain,Laurentian Mixed Forest Western Superior & Lake Plains Oak-Hickory,"Bur oak, eastern white pine, white ash, hickory, white oak, red oak",High,4146,95,73.4,0.65,0.04,Long,Low
Laurentian Mixed Forest NLP/EUP,Laurentian Mixed Forest NLP/EUP Conifer Bog,"Black spruce, northern white cedar, tamarack",High,5526.60009765625,136.179992675781,62.62535913872716,0.8,0.04,Long,Low
Laurentian Mixed Forest NLP/EUP,Laurentian Mixed Forest NLP/EUP Conifer Bog,"Black spruce, northern white cedar, tamarack",Low,4054.89990234375,140.039993286133,54.967821534831124,0.8,0.04,Long,Low
Laurentian Mixed Forest NLP/EUP,Laurentian Mixed Forest NLP/EUP Lowland Hardwoods,"Balsam poplar, black ash, American elm, red maple, elm, ash, black locust, cotonwood, river birch, sycamore, silver maple, willow",Low,1402.59997558594,77.0599975585938,39.020161970636416,0.6,0.04,Long,Very Low
Laurentian Mixed Forest NLP/EUP,Laurentian Mixed Forest NLP/EUP Lowland Hardwoods,"Balsam poplar, black ash, American elm, red maple, elm, ash, black locust, cotonwood, river birch, sycamore, silver maple, willow",High,2462.85009765625,71.6699981689453,45.74547818516888,0.6,0.04,Long,Very Low
Laurentian Mixed Forest NLP/EUP,Laurentian Mixed Forest NLP/EUP Northern Hardwoods,"Black cherry, white ash, yellow poplar, eastern hemlock, basswood, maple, beech, birch, red maple, sugar maple, yellow birch",Low,3829.27001953125,97.6699981689453,71.91429131805198,0.65,0.04,Long,Medium
Laurentian Mixed Forest NLP/EUP,Laurentian Mixed Forest NLP/EUP Northern Hardwoods,"Black cherry, white ash, yellow poplar, eastern hemlock, basswood, maple, beech, birch, red maple, sugar maple, yellow birch",High,5061.0400390625,104.910003662109,86.563497280000007,0.65,0.04,Long,Medium
Laurentian Mixed Forest NLP/EUP,Laurentian Mixed Forest NLP/EUP Oak-Hickory,"Chestnut oak, black oak, scarlet oak, eastern white pine, northern red oak, white ash, oak, hickory, red maple, oak, white oak, red oak",High,4790.33984375,94.5100021362305,77.97373511161025,0.65,0.04,Long,Medium
Laurentian Mixed Forest NLP/EUP,Laurentian Mixed Forest NLP/EUP Oak-Hickory,"Chestnut oak, black oak, scarlet oak, eastern white pine, northern red oak, white ash, oak, hickory, red maple, oak, white oak, red oak",Low,3192.44995117188,82.75,60.028458284493695,0.65,0.04,Long,Medium
Laurentian Mixed Forest NLP/EUP,Laurentian Mixed Forest NLP/EUP Pine Forests,"Eastern white pine, eastern hemlock, jack pine, pine, red pine, scotch pine",High,6377.18994140625,116.129997253418,68.45174837872717,0.7,0.04,Medium,Low
Laurentian Mixed Forest NLP/EUP,Laurentian Mixed Forest NLP/EUP Pine Forests,"Eastern white pine, eastern hemlock, jack pine, pine, red pine, scotch pine",Low,3488.78002929688,76.7600021362305,42.149763936779145,0.7,0.04,Medium,Low
Laurentian Mixed Forest NLP/EUP,Laurentian Mixed Forest NLP/EUP Poplar/Birch,"Aspen, birch, paper birch, pin cherry",Low,2529.17993164063,82.9300003051758,46.71099398936359,0.8,0.04,Long,Low
Laurentian Mixed Forest NLP/EUP,Laurentian Mixed Forest NLP/EUP Poplar/Birch,"Aspen, birch, paper birch, pin cherry",High,3602.93994140625,99.9599990844727,64.68956840644171,0.8,0.04,Long,Low
Laurentian Mixed Forest NLP/EUP,Laurentian Mixed Forest NLP/EUP Spruce-Fir,"Balsam fir, white spruce",All,1688.11999511719,80.2900009155273,32.82754051775316,0.8,0.04,Long,Very Low
Laurentian Mixed Forest Northern Highlands,Laurentian Mixed Forest Northern Highlands Conifer Bog,"Black spruce, northern white cedar, tamarack",All,1716.39001464844,75.2200012207031,32.12837368194793,0.8,0.04,Long,Very Low
Laurentian Mixed Forest Northern Highlands,Laurentian Mixed Forest Northern Highlands Mixed Northern Hardwoods,"Aspen, birch, balsam fir, black ash, American elm, red maple, black cherry, cherry, white ash, yellow poplar, eastern hemlock, elm, ash, black locust, cottonwood, hard maple, basswood, maple, beech, paper birch, pin cherry, river birch, sycamore, silver maple, sugar maple, yellow birch, sugarberry, hackberry, green ash, white spruce, willow",High,3016.14990234375,84.5,58.73000150711656,0.65,0.04,Long,Medium
Laurentian Mixed Forest Northern Highlands,Laurentian Mixed Forest Northern Highlands Mixed Northern Hardwoods,"Aspen, birch, balsam fir, black ash, American elm, red maple, black cherry, cherry, white ash, yellow poplar, eastern hemlock, elm, ash, black locust, cottonwood, hard maple, basswood, maple, beech, paper birch, pin cherry, river birch, sycamore, silver maple, sugar maple, yellow birch, sugarberry, hackberry, green ash, white spruce, willow",Low,2297.85009765625,77.0299987792969,51.27222404194802,0.65,0.04,Long,Medium
Laurentian Mixed Forest Northern Highlands,Laurentian Mixed Forest Northern Highlands Mixed Pine-Oak,"Bur oak, eastern white pine, eastern hemlock, jack pine, red pine, pine, scotch pine, northern red oak, white ash, oak, hickory, red maple, white oak",High,6754.43017578125,102.940002441406,72.5468724993248,0.65,0.04,Long,Low
Laurentian Mixed Forest Northern Highlands,Laurentian Mixed Forest Northern Highlands Mixed Pine-Oak,"Bur oak, eastern white pine, eastern hemlock, jack pine, red pine, pine, scotch pine, northern red oak, white ash, oak, hickory, red maple, white oak",Low,5273.9599609375,96.5800018310547,74.67766424644171,0.65,0.04,Long,Low
Laurentian Mixed Forest Southern Superior,Laurentian Mixed Forest Southern Superior Conifer Bog,"Black spruce, northern white cedar, tamarack",All,4238.7099609375,100.569999694824,44.28055885902616,0.8,0.04,Long,Very Low
Laurentian Mixed Forest Southern Superior,Laurentian Mixed Forest Southern Superior Maple-Birch-Beech,"Balsam poplar, black ash, American elm, red maple, black cherry, eastern hemlock, elm, ash, black locust, cottonwood, hard maple, basswood, maple, beech, birch, red maple, river birch, sycamore, sugar maple, yellow birch, willow",High,4733.75,108.360000610352,83.30072082966257,0.65,0.04,Long,Medium
Laurentian Mixed Forest Southern Superior,Laurentian Mixed Forest Southern Superior Maple-Birch-Beech,"Balsam poplar, black ash, American elm, red maple, black cherry, eastern hemlock, elm, ash, black locust, cottonwood, hard maple, basswood, maple, beech, birch, red maple, river birch, sycamore, sugar maple, yellow birch, willow",Low,4710.35986328125,109.650001525879,77.34115393033743,0.65,0.04,Long,Medium
Laurentian Mixed Forest Southern Superior,Laurentian Mixed Forest Southern Superior Pine-Oak-Hickory,"Eastern white pine, eastern hemlock, northern red oak, white ash, jack pine, northern red oak, oak, hickory, pine, red pine, scotch pine, white oak, red oak, hickory",High,4224.8701171875,75.8499984741211,46.61111392,0.65,0.04,Long,Medium
Laurentian Mixed Forest Southern Superior,Laurentian Mixed Forest Southern Superior Pine-Oak-Hickory,"Eastern white pine, eastern hemlock, northern red oak, white ash, jack pine, northern red oak, oak, hickory, pine, red pine, scotch pine, white oak, red oak, hickory",Low,2991.84008789063,59.4300003051758,32.960715001947925,0.65,0.04,Long,Medium
Laurentian Mixed Forest Southern Superior,Laurentian Mixed Forest Southern Superior Poplar-Spruce-Fir,"Aspen, birch, balsam fir, introduced larch, paper birch, pin cherry, white spruce",High,2380.42993164063,84.1500015258789,45.37924914741556,0.75,0.04,Long,Low
Laurentian Mixed Forest Southern Superior,Laurentian Mixed Forest Southern Superior Poplar-Spruce-Fir,"Aspen, birch, balsam fir, introduced larch, paper birch, pin cherry, white spruce",Low,1822.43005371094,72.7099990844727,38.720518587415555,0.75,0.04,Long,Low
Laurentian Mixed Forest Western Superior & Lake Plains,Laurentian Mixed Forest Western Superior & Lake Plains Conifer Bog,"Black spruce, northern white cedar, tamarack",All,1593.84997558594,74.7300033569336,32.927423762246846,0.8,0.04,Long,Very Low
Laurentian Mixed Forest Western Superior & Lake Plains,Laurentian Mixed Forest Western Superior & Lake Plains Lowland Hardwoods,"Balsam poplar, black ash, American elm, red maple, cottonwood, elm, ash, black locust, cottonwood, silver maple, sugarberry, hackberry, green ash, willow",All,1887,74.4499969482422,45.046311349363584,0.6,0.04,Long,Very Low
Laurentian Mixed Forest Western Superior & Lake Plains,Laurentian Mixed Forest Western Superior & Lake Plains Oak-Hickory,"Bur oak, eastern white pine, northern red oak, oak, white ash, oak, hickory, pine, red maple, white  oak, red oak",Low,2922.78002929688,80.1399993896484,57.997543431610254,0.65,0.04,Long,Medium
Laurentian Mixed Forest Western Superior & Lake Plains,Laurentian Mixed Forest Western Superior & Lake Plains Oak-Hickory,"Bur oak, eastern white pine, northern red oak, oak, white ash, oak, hickory, pine, red maple, white  oak, red oak",High,3846.88989257813,90.6600036621094,69.81678763550632,0.65,0.04,Long,Medium
Laurentian Mixed Forest Western Superior & Lake Plains,Laurentian Mixed Forest Western Superior & Lake Plains Pine Forests,"Eastern red cedar, eastern white pine, jack pine, pine, red pine, scotch pine",All,3610.2099609375,71.4899978637695,39.85250329063641,0.75,0.04,Long,Medium
Laurentian Mixed Forest Western Superior & Lake Plains,Laurentian Mixed Forest Western Superior & Lake Plains Poplar/Birch,"Aspen, birch, paper birch, pin cherry",All,1743.5400390625,69.2900009155273,39.12004204,0.8,0.04,Long,Low
Laurentian Mixed Forest Western Superior & Lake Plains,Laurentian Mixed Forest Western Superior & Lake Plains Spruce-Fir,"Balsam fir, white spruce",All,1851.0400390625,64.6600036621094,29.464883998052073,0.85,0.04,Long,Low
Laurentian Mixed Forest Western Superior & Lake Plains,Laurentian Mixed Forest Western Superior & Lake Plains Maple-Beech-Birch,"Black cherry, cherry, white ash, yellow poplar, hard maple, basswood, maple, beech, birch, red maple, sugar maple, yellow birch",All,3030.71997070313,90.2200012207031,63.990398395506304,0.7,0.04,Long,Medium
Lower New England - Northern Appalachia,Lower New England - Northern Appalachia Mixed Hardwood,"Black ash, American elm, red maple, river birch, sycamore, sassafras, persimmon, silver maple, sugarberry, hackberry, elm, green ash, sweetbay, swamp tupelo, pecan, willow, yellow poplar, white oak, northern red oak",High,8478.1299999999992,105.44,99.2816726496,0.65,0.04,Long,Low
Lower New England - Northern Appalachia,Lower New England - Northern Appalachia Mixed Hardwood,"Black ash, American elm, red maple, river birch, sycamore, sassafras, persimmon, silver maple, sugarberry, hackberry, elm, green ash, sweetbay, swamp tupelo, pecan, willow, yellow poplar, white oak, northern red oak",Low,5977.1,94,80.903576304,0.65,0.04,Long,Low
Lower New England - Northern Appalachia,Lower New England - Northern Appalachia Northern Conifer,"Eastern hemlock, eastern red cedar, eastern white pine, eastern hemlock, northern red oak, white ash, Norway spruce, red pine, red spruce, tamarack, white spruce",Low,8199.48,131.85,94.4873866464,0.6,0.04,Long,Very Low
Lower New England - Northern Appalachia,Lower New England - Northern Appalachia Northern Conifer,"Eastern hemlock, eastern red cedar, eastern white pine, eastern hemlock, northern red oak, white ash, Norway spruce, red pine, red spruce, tamarack, white spruce",High,9966.14,143.21,104.375601528,0.6,0.04,Long,Very Low
Lower New England - Northern Appalachia,Lower New England - Northern Appalachia Northern Hardwood,"Aspen, birch, black cherry, white ash, yellow poplar, cottonwood, elm, ash, black locust, hard maple, basswood, maple, beech, birch, paper birch, red maple, sugar maple, beech, yellow birch",High,5843.22,112.86,97.2507598288,0.6,0.04,Long,Medium
Lower New England - Northern Appalachia,Lower New England - Northern Appalachia Northern Hardwood,"Aspen, birch, black cherry, white ash, yellow poplar, cottonwood, elm, ash, black locust, hard maple, basswood, maple, beech, birch, paper birch, red maple, sugar maple, beech, yellow birch",Low,4306.57,98.17,81.7026239712,0.6,0.04,Long,Medium
Lower New England - Northern Appalachia,Lower New England - Northern Appalachia Oak-Hickory,"Black locust, black walnut, chestnut oak, black oak, scarlet oak, northern red oak, post oak, blackjack oak, red maple, oak, southern scrub oak, white oak, hickory",High,7379.06,117.16,116.1615546192,0.65,0.04,Long,Medium
Lower New England - Northern Appalachia,Lower New England - Northern Appalachia Oak-Hickory,"Black locust, black walnut, chestnut oak, black oak, scarlet oak, northern red oak, post oak, blackjack oak, red maple, oak, southern scrub oak, white oak, hickory",Low,5652.38,107.19,99.4814345664,0.65,0.04,Long,Medium
Lower New England - Northern Appalachia,Lower New England - Northern Appalachia Shortleaf-Loblolly-Oak,"Eastern red cedar, oak, pine, pitch pine",All,2874.3,85.92,58.696709886399994,0.6,0.04,Medium,Low
Maine - New Brunswick Foothills and Lowlands,Maine - New Brunswick Foothills and Lowlands Conifer Bog,"White cedar, tamarack",All,2877.69995117188,119.319999694824,51.00587507355828,0.8,0.04,Long,Very Low
Maine - New Brunswick Foothills and Lowlands,Maine - New Brunswick Foothills and Lowlands Lowland Hardwoods,"Balsam poplar, black ash, american elm, red maple, silver maple, sweetbay, swamp tupelo, sycamore, pecan",All,900.280029296875,49.5699996948242,25.669406435805197,0.6,0.04,Long,Very Low
Maine - New Brunswick Foothills and Lowlands,Maine - New Brunswick Foothills and Lowlands Northern Hardwoods,"Willow, black cherry, white ash, yellow poplar, basswood, beech",Low,1810.81005859375,84.6399993896484,53.00349551161026,0.7,0.04,Long,Very Low
Maine - New Brunswick Foothills and Lowlands,Maine - New Brunswick Foothills and Lowlands Northern Hardwoods,"Willow, black cherry, white ash, yellow poplar, basswood, beech",High,2229.88989257813,92.3000030517578,54.13548021483112,0.7,0.04,Long,Very Low
Maine - New Brunswick Foothills and Lowlands,Maine - New Brunswick Foothills and Lowlands Pine Forests,"White pine, eastern hemlock, red oak, white ash, jack pine, red oak, pitch oak. Hickory",All,5528.4501953125,141.380004882813,79.83817789033743,0.65,0.04,Long,Low
Maine - New Brunswick Foothills and Lowlands,Maine - New Brunswick Foothills and Lowlands Poplar/Birch,"aspen, gray birch, paper birch",All,1614.40002441406,79.5999984741211,41.31742261677915,0.75,0.04,Long,Very Low
Maine - New Brunswick Foothills and Lowlands,Maine - New Brunswick Foothills and Lowlands Spruce-Fir,"Balsam fir, eastern hemlock, larch, Norway spruce, red spruce, white spruce",High,3347.81005859375,112.120002746582,54.66817815161026,0.7,0.04,Long,Very Low
Maine - New Brunswick Foothills and Lowlands,Maine - New Brunswick Foothills and Lowlands Spruce-Fir,"Balsam fir, eastern hemlock, larch, Norway spruce, red spruce, white spruce",Low,2830,99.5500030517578,47.87627310741556,0.7,0.04,Long,Very Low
Modoc Plateau,Modoc High Elevation Mixed Conifer,"Western Juniper, white fir, whitebark pine",All,1950.35998535156,48.2400016784668,23.50531868629219,0.65,0.04,Long,Very Low
Modoc Plateau,Modoc Mixed Conifer,"California black oak, California mixed conifer, incense cedar, ponderosa pine, western oak",All,5433.56005859375,69.4800033569336,41.916709383220855,0.6,0.04,Long,Low
Montana Rocky Mountains,Montana Rockies Lodgepole Pine,Lodgepole pine,All,5894.25,85.7200012207031,50.47317713677914,0.9,0.04,Long,Low
Montana Rocky Mountains,Montana Rockies Mixed Conifer,"Cercocarpus (mountain brush), cottonwood, Douglas fir, ponderosa pine",High,10275.33984375,104.650001525879,70.04984853932481,0.7,0.04,Long,Low
Montana Rocky Mountains,Montana Rockies Mixed Conifer,"Cercocarpus (mountain brush), cottonwood, Douglas fir, ponderosa pine",Low,3349.92993164063,67.1500015258789,30.86321766966247,0.7,0.04,Long,Low
Montana Rocky Mountains,Montana Rockies Spruce / Fir,"Aspen, Engelmann spruce, subalpine fir, juniper, limber pine, pinyon, juniper, Rocky Mountain juniper, whitebark pine",All,3146.64990234375,60.5,27.53385238966247,0.65,0.04,Long,Very Low
MS River Delta,MS River Delta Hardwood,"Bald cypress, water tupelo, cottonwood, oak, gum, cypress, overcup oak, water hickory, river birch, sycamore, sugarberry, hackberry, elm, green ash, swamp chestnut oak, cherrybark oak, sweetbay, swamp tupelo, red maple, sweetgum, nuttail oak, willow oak, pecan, American elm, willow ",High,7624.9501953125,93.9300003051758,81.93568157288342,0.65,0.04,Long,Very Low
MS River Delta,MS River Delta Hardwood,"Bald cypress, water tupelo, cottonwood, oak, gum, cypress, overcup oak, water hickory, river birch, sycamore, sugarberry, hackberry, elm, green ash, swamp chestnut oak, cherrybark oak, sweetbay, swamp tupelo, red maple, sweetgum, nuttail oak, willow oak, pecan, American elm, willow ",Low,6461.97021484375,96.5400009155273,77.57420848389572,0.65,0.04,Long,Very Low
MS River Delta,MS River Delta Woodland Islands,"Loblolly pine, oak, hickory, post oak, blackjack oak, sassafras, persimmon, shortleaf pine, oak, sweetgum, yellow poplar, white oak, red oak, hickory",High,4663.97021484375,69.6900024414063,54.90123270516888,0.65,0.04,Short,Low
MS River Delta,MS River Delta Woodland Islands,"Loblolly pine, oak, hickory, post oak, blackjack oak, sassafras, persimmon, shortleaf pine, oak, sweetgum, yellow poplar, white oak, red oak, hickory",Low,3155.89990234375,65.5100021362305,49.20801794936359,0.65,0.04,Short,Low
MS River Mixed Forest,MS River Mixed Forest Coastal Plain Mixed Hardwood-Pine,"Black cherry, black locust, black walnut, eastern red cedar, elm, ash, hard maple, basswood, maple, beech, birch, pine, pitch pine, red maple, oak, sassafras, persimmon, shortleaf pine, silver maple, American elm, spruce pine, yellow birch, sweetgum, yellow poplar, white oak, northern red oak",High,5144.02001953125,81.6500015258789,69.75020515610427,0.65,0.04,Long,Medium
MS River Mixed Forest,MS River Mixed Forest Coastal Plain Mixed Hardwood-Pine,"Black cherry, black locust, black walnut, eastern red cedar, elm, ash, hard maple, basswood, maple, beech, birch, pine, pitch pine, red maple, oak, sassafras, persimmon, shortleaf pine, silver maple, American elm, spruce pine, yellow birch, sweetgum, yellow poplar, white oak, northern red oak",Low,2591.47998046875,65.1600036621094,47.177106271610256,0.65,0.04,Long,Medium
MS River Mixed Forest,MS River Mixed Forest Coastal Plain Oak-Hickory,"Black locust, black walnut, chestnut oak, black oak, scarlet oak, northern red oak, post oak, blackjack oak, red maple, oak, southern scrub oak, white oak, hickory",High,5780.89990234375,88.5899963378906,83.90000759610427,0.7,0.04,Long,Medium
MS River Mixed Forest,MS River Mixed Forest Coastal Plain Oak-Hickory,"Black locust, black walnut, chestnut oak, black oak, scarlet oak, northern red oak, post oak, blackjack oak, red maple, oak, southern scrub oak, white oak, hickory",Low,5559.5498046875,91.7300033569336,87.89524212194802,0.7,0.04,Long,Medium
MS River Mixed Forest,MS River Mixed Forest Coastal Plain Riverine Hardwood,"Black ash, American elm, red maple, cottonwood, elm, ash, oak, gum, cypress, red maple, river birch, sycamore, sugarberry, hackberry, green ash, pecan, American elm, willow",High,4272.93017578125,71.8099975585938,56.03321740838974,0.6,0.04,Long,Very Low
MS River Mixed Forest,MS River Mixed Forest Coastal Plain Riverine Hardwood,"Black ash, American elm, red maple, cottonwood, elm, ash, oak, gum, cypress, red maple, river birch, sycamore, sugarberry, hackberry, green ash, pecan, American elm, willow",Low,4490.8701171875,83.5,64.45651385288342,0.6,0.04,Long,Very Low
MS River Mixed Forest,MS River Mixed Forest Coastal Plain Southern Pine,"Eastern red cedar, loblolly pine, longleaf pine, shortleaf pine, Virginia pine",High,5203.0498046875,99.7799987792969,67.15329795161026,0.75,0.04,Short,Low
MS River Mixed Forest,MS River Mixed Forest Coastal Plain Southern Pine,"Eastern red cedar, loblolly pine, longleaf pine, shortleaf pine, Virginia pine",Low,3182.81005859375,78.4700012207031,46.744288404194705,0.75,0.04,Short,Low
MS River Mixed Forest,MS River Mixed Forest Coastal Plain Swamp Hardwood,"Bald cypress, water tupelo, overcup oak, water hickory, red maple, swamp chestnut oak, cherrybark oak, sweetbay, swamp tupelo, sweetgum, nuttail oak, willow oak",Low,8080.8798828125,99.4100036621094,95.68595738516888,0.65,0.04,Long,Very Low
MS River Mixed Forest,MS River Mixed Forest Coastal Plain Swamp Hardwood,"Bald cypress, water tupelo, overcup oak, water hickory, red maple, swamp chestnut oak, cherrybark oak, sweetbay, swamp tupelo, sweetgum, nuttail oak, willow oak",High,9017.91015625,96.0699996948242,104.60865735161026,0.65,0.04,Long,Very Low
MW Broadleaf Forest Central Till Plains,MW Broadleaf Forest Central Till Central Lowland Hardwoods,"Black ash, American elm, red maple, cottonwood, willow, elm, ash, oak, gum, cypress, overcup oak, water hickory, red maple, river birch, sycamore, swamp chestnut oak, cherrybark oak, willow",All,9369.4296875,121.470001220703,102.31139353033743,0.65,0.04,Long,Very Low
MW Broadleaf Forest Central Till Plains,MW Broadleaf Forest Central Till Central Maple-Beech-Birch,"Aspen, black cherry, cherry, white ash, yellow poplar, elm, ash, black locust, hard maple, basswood, maple, beech, birch, red maple, sassafras, persimmon, silver maple, American elm, sugar maple, yellow birch, sugarberry, hackberry, green ash, sweetgum, sycamore, pecan",High,6109.77978515625,104.5,86.76325741872716,0.65,0.04,Long,Medium
MW Broadleaf Forest Central Till Plains,MW Broadleaf Forest Central Till Central Maple-Beech-Birch,"Aspen, black cherry, cherry, white ash, yellow poplar, elm, ash, black locust, hard maple, basswood, maple, beech, birch, red maple, sassafras, persimmon, silver maple, American elm, sugar maple, yellow birch, sugarberry, hackberry, green ash, sweetgum, sycamore, pecan",Low,4536.47998046875,90.4499969482422,77.87385186711657,0.65,0.04,Long,Medium
MW Broadleaf Forest Central Till Plains,MW Broadleaf Forest Central Till Central Oak-Hickory,"Black locust, black walnut, bur oak, chestnut oak, black oak, scarlet oak, northern red oak, oak, hickory, red maple, oak, southern scrub oak, white oak, red oak, yellow poplar",Low,7384.18994140625,113.459999084473,112.09972288135005,0.65,0.04,Long,Medium
MW Broadleaf Forest Central Till Plains,MW Broadleaf Forest Central Till Central Oak-Hickory,"Black locust, black walnut, bur oak, chestnut oak, black oak, scarlet oak, northern red oak, oak, hickory, red maple, oak, southern scrub oak, white oak, red oak, yellow poplar",High,8786.25,111.430000305176,111.93325715745434,0.65,0.04,Long,Medium
MW Broadleaf Forest Central Till Plains,MW Broadleaf Forest Central Till Central Pine Forests,"Eastern red cedar, eastern white pine, northern red oak, white ash, oak, pine, scotch pine, Virginia pine",All,1644.76000976563,55.9900016784668,31.196152292584372,0.65,0.04,Long,Low
MW Broadleaf Forest Driftless & Morainal,MW Broadleaf Forest Driftless & Morainal Lowland Hardwoods,"Balsam poplar, black ash, American elm, red maple, cottonwood, elm, ash, black locust, sugarberry, hackberry, green ash",High,2329.75,73.6100006103516,52.63726647385727,0.65,0.04,Long,Very Low
MW Broadleaf Forest Driftless & Morainal,MW Broadleaf Forest Driftless & Morainal Lowland Hardwoods,"Balsam poplar, black ash, American elm, red maple, cottonwood, elm, ash, black locust, sugarberry, hackberry, green ash",Low,1849.77001953125,65.2600021362305,41.683654829662565,0.65,0.04,Long,Very Low
MW Broadleaf Forest Driftless & Morainal,MW Broadleaf Forest Driftless & Morainal Maple-Beech-Birch,"Maple, beech, birch, sugar maple, yellow birch",High,3878.7099609375,85.4899978637695,68.68480293228546,0.7,0.04,Long,Medium
MW Broadleaf Forest Driftless & Morainal,MW Broadleaf Forest Driftless & Morainal Maple-Beech-Birch,"Maple, beech, birch, sugar maple, yellow birch",Low,3131.89990234375,84.1399993896484,59.56234282711657,0.7,0.04,Long,Medium
MW Broadleaf Forest Driftless & Morainal,MW Broadleaf Forest Driftless & Morainal Oak-Hickory,"Bur oak, oak, hickory, white oak, red oak",High,4753.8701171875,94.4800033569336,79.17230864449368,0.65,0.04,Long,Medium
MW Broadleaf Forest Driftless & Morainal,MW Broadleaf Forest Driftless & Morainal Oak-Hickory,"Bur oak, oak, hickory, white oak, red oak",Low,3392.919921875,90.7399978637695,68.41845396389571,0.65,0.04,Long,Medium
MW Broadleaf Forest Driftless & Morainal,MW Broadleaf Forest Driftless & Morainal Pine Forests,Jack pine,High,6303.18994140625,94.8499984741211,58.19730357033743,0.7,0.04,Medium,Low
MW Broadleaf Forest Driftless & Morainal,MW Broadleaf Forest Driftless & Morainal Pine Forests,Jack pine,Low,2323.44995117188,51.7099990844727,29.131946199999998,0.7,0.04,Medium,Low
MW Broadleaf Forest Driftless & Morainal,MW Broadleaf Forest Driftless & Morainal Poplar/Birch,"Aspen, birch",High,2177.59008789063,76.0100021362305,52.00468529258443,0.8,0.04,Long,Very Low
MW Broadleaf Forest Driftless & Morainal,MW Broadleaf Forest Driftless & Morainal Poplar/Birch,"Aspen, birch",Low,1553.48999023438,75.25,43.61468643805197,0.8,0.04,Long,Very Low
MW Broadleaf Forest Driftless & Morainal,MW Broadleaf Forest Driftless & Morainal Spruce-Fir,"Black spruce, northern white cedar, tamarack, white spruce",All,2663.13989257813,79.4300003051758,42.74905070322085,0.75,0.04,Long,Low
MW Broadleaf Forest Great Lakes Morainal & Sands,MW Broadleaf Forest Great Lakes Morainal & Sands Conifer Bog,"Black spruce, northern white cedar, tamarack, black ash, American elm, red maple",All,2169.169921875,72.6600036621094,33.72647066741556,0.8,0.04,Long,Low
